case_id,case_type,country,processing_stage,office_id,office_load,priority,document_complexity,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach
4213,Relocation,AU,Intake,102,37,Normal,Medium,0,11,0,39,35,52.6,True
4214,Work Permit,CA,Closure,115,83,Normal,Low,4,13,2,38,45,75.5,True
4215,Work Permit,US,Decision,104,127,Urgent,Medium,4,21,2,7,38,79.8,True
4216,Relocation,US,Intake,109,98,Normal,Low,1,10,1,39,35,50.7,True
4217,Payroll,CA,Closure,118,78,Urgent,Medium,3,16,0,20,7,45.3,True
4218,Tax,US,Submission,103,46,Normal,Low,5,8,2,40,21,66.2,True
4219,Work Permit,CA,Submission,118,77,Normal,Medium,4,25,2,32,45,83.2,True
4220,Work Permit,US,Submission,110,80,Urgent,Medium,1,7,1,2,38,54.7,True
4221,Tax,CA,Decision,101,102,Urgent,Medium,5,9,0,15,14,62.0,True
4222,Tax,US,Government Review,109,98,Normal,Low,6,3,3,10,21,67.6,True
4223,PR Application,AU,Intake,110,128,Normal,Low,2,30,2,21,90,83.7,False
4224,PR Application,UK,Closure,119,90,Normal,Low,4,30,0,15,90,85.8,False
4225,Work Permit,CA,Intake,115,62,Normal,Low,3,4,2,34,45,52.0,True
4226,Tax,US,Government Review,118,123,Normal,Low,2,23,1,35,21,85.0,True
4227,Tax,CA,Government Review,110,99,Normal,Medium,5,17,2,5,21,83.6,True
4228,Visa Renewal,US,Documentation,113,107,Normal,Medium,4,5,4,19,30,72.9,True
4229,Tax,CA,Documentation,101,106,Normal,Low,6,9,0,7,21,48.2,True
4230,Work Permit,DE,Decision,104,30,Urgent,Low,4,17,2,44,38,81.9,True
4231,Work Permit,UK,Submission,104,107,Normal,Medium,3,30,0,42,45,93.3,True
4232,Work Permit,UK,Government Review,118,24,Normal,High,0,27,1,42,45,98.3,True
4233,Work Permit,CA,Government Review,111,77,Urgent,Low,3,10,0,36,38,71.8,True
4234,Visa Renewal,AU,Government Review,117,58,Normal,Low,6,23,1,18,30,86.8,True
4235,Relocation,AU,Submission,103,67,Normal,Medium,1,4,0,6,35,39.9,True
4236,Relocation,CA,Documentation,116,113,Normal,Medium,1,27,3,4,35,77.2,True
4237,Relocation,CA,Submission,109,99,Normal,Low,6,25,1,5,35,83.1,True
4238,Visa Renewal,CA,Decision,119,39,Normal,Medium,6,2,2,14,30,65.6,True
4239,Work Permit,US,Submission,105,112,Normal,Medium,6,17,1,41,45,85.4,True
4240,PR Application,UK,Documentation,113,100,Normal,Low,3,3,2,33,90,75.5,False
4241,Visa Renewal,CA,Closure,110,38,Normal,Medium,3,7,1,21,30,44.2,True
4242,Visa Renewal,US,Decision,110,79,Urgent,Low,3,16,5,13,23,72.7,True
4243,Tax,US,Intake,117,45,Normal,Medium,3,9,3,2,21,45.2,True
4244,Tax,CA,Closure,117,98,Normal,Medium,6,30,0,15,21,78.0,True
4245,Tax,AU,Government Review,110,44,Normal,Low,3,18,1,16,21,70.2,True
4246,Relocation,UK,Documentation,111,34,Normal,Medium,4,28,1,35,35,91.1,True
4247,Work Permit,UK,Documentation,104,103,Normal,Medium,5,0,1,45,45,69.1,True
4248,Tax,CA,Government Review,108,113,Normal,High,5,1,3,20,21,88.1,True
4249,Work Permit,UK,Decision,108,40,Normal,Low,2,25,0,1,45,63.3,True
4250,Relocation,CA,Documentation,109,66,Normal,Low,1,10,1,3,35,56.8,True
4251,Work Permit,UK,Documentation,118,54,Normal,High,1,14,2,17,45,81.6,True
4252,Tax,US,Documentation,100,63,Normal,Medium,5,22,1,17,21,81.5,True
4253,Work Permit,CA,Government Review,106,25,Urgent,High,6,0,0,41,38,80.8,True
4254,Payroll,US,Documentation,103,120,Normal,Low,6,8,2,20,14,59.3,True
4255,Tax,CA,Intake,100,94,Normal,Low,5,7,0,20,21,47.3,True
4256,Relocation,AU,Government Review,114,42,Normal,Low,2,0,1,4,35,58.3,True
4257,Tax,US,Decision,107,127,Normal,Medium,3,9,2,11,21,68.2,True
4258,PR Application,CA,Government Review,111,58,Normal,High,5,16,2,15,90,97.6,True
4259,Tax,CA,Submission,117,92,Normal,Medium,6,17,4,45,21,93.5,True
4260,Relocation,AU,Submission,114,37,Normal,Low,5,15,1,27,35,59.4,True
4261,Tax,CA,Submission,116,129,Urgent,Low,2,1,0,24,14,37.3,True
4262,Relocation,DE,Closure,113,119,Urgent,Medium,3,21,2,20,28,80.2,True
4263,Payroll,AU,Decision,113,59,Normal,Medium,1,16,1,44,14,73.0,True
4264,Relocation,CA,Documentation,117,55,Urgent,Medium,6,3,1,15,28,53.8,True
4265,Relocation,CA,Submission,119,47,Normal,Low,6,6,0,6,35,42.4,True
4266,Tax,CA,Government Review,117,83,Normal,Low,5,28,0,18,21,74.1,True
4267,Tax,DE,Government Review,115,102,Normal,Low,0,28,1,22,21,79.4,True
4268,Relocation,US,Submission,100,113,Normal,Medium,1,27,0,21,35,63.2,True
4269,Work Permit,CA,Decision,110,77,Urgent,Low,1,8,0,24,38,48.5,True
4270,Relocation,UK,Decision,114,57,Urgent,High,0,25,1,17,28,79.9,True
4271,Payroll,UK,Government Review,111,98,Urgent,Medium,2,2,3,11,7,56.0,True
4272,Tax,CA,Decision,107,63,Normal,Low,4,19,1,18,21,59.1,True
4273,Tax,CA,Decision,119,95,Normal,Low,3,20,2,35,21,75.1,True
4274,Work Permit,US,Decision,105,21,Normal,High,3,4,5,31,45,81.2,True
4275,Relocation,CA,Closure,102,92,Normal,Low,1,17,0,28,35,52.9,True
4276,PR Application,CA,Documentation,112,54,Normal,Low,0,28,2,24,90,82.9,False
4277,Tax,AU,Documentation,112,20,Normal,High,6,20,5,36,21,93.1,True
4278,Work Permit,US,Decision,101,65,Normal,Medium,1,25,1,45,45,87.7,True
4279,Tax,AU,Decision,104,79,Normal,Medium,1,16,4,24,21,75.8,True
4280,Relocation,UK,Closure,116,82,Normal,Low,6,6,2,33,35,61.2,True
4281,Work Permit,US,Intake,105,114,Normal,Medium,6,13,0,30,45,60.9,True
4282,Visa Renewal,UK,Government Review,101,111,Urgent,Low,5,14,1,37,23,81.7,True
4283,Visa Renewal,US,Intake,103,64,Normal,Low,2,20,1,13,30,55.6,True
4284,Relocation,AU,Government Review,110,76,Normal,Low,3,21,1,16,35,78.0,True
4285,Work Permit,AU,Documentation,107,56,Urgent,Low,4,13,1,43,38,71.2,True
4286,Work Permit,US,Intake,111,26,Urgent,High,0,8,2,9,38,51.2,True
4287,Tax,US,Intake,107,129,Normal,Medium,4,15,3,13,21,70.2,True
4288,Work Permit,CA,Government Review,110,35,Normal,Medium,0,18,1,7,45,60.6,True
4289,Visa Renewal,CA,Submission,119,69,Normal,High,3,0,0,35,30,56.6,True
4290,Relocation,CA,Intake,107,33,Urgent,Low,2,7,1,44,28,46.9,True
4291,Relocation,CA,Documentation,107,116,Urgent,Low,4,17,5,26,28,79.9,True
4292,Tax,UK,Documentation,116,25,Normal,Medium,0,1,1,9,21,40.8,True
4293,Relocation,US,Closure,119,80,Normal,Medium,1,25,2,35,35,69.8,True
4294,Tax,DE,Documentation,119,40,Normal,Medium,6,28,1,24,21,87.4,True
4295,PR Application,DE,Documentation,115,29,Normal,Low,3,3,3,33,90,73.9,False
4296,Work Permit,CA,Decision,113,51,Normal,Medium,2,20,1,21,45,68.2,True
4297,Work Permit,AU,Government Review,110,25,Normal,Low,6,0,1,22,45,66.9,True
4298,Relocation,US,Government Review,106,21,Urgent,Low,5,26,3,39,28,94.1,True
4299,Visa Renewal,US,Government Review,115,58,Normal,Low,1,18,1,19,30,63.4,True
4300,Tax,UK,Closure,112,68,Normal,Low,2,10,3,44,21,56.9,True
4301,PR Application,CA,Documentation,114,46,Normal,Low,0,23,1,45,90,79.3,False
4302,Visa Renewal,UK,Closure,115,75,Normal,Low,1,5,0,32,30,36.9,True
4303,Work Permit,AU,Decision,108,33,Normal,High,5,18,1,5,45,74.3,True
4304,Visa Renewal,AU,Government Review,102,42,Normal,High,5,13,0,12,30,77.4,True
4305,Relocation,UK,Government Review,118,122,Normal,Medium,2,27,0,40,35,95.4,True
4306,Relocation,DE,Government Review,119,104,Normal,High,3,22,2,6,35,102.2,True
4307,Relocation,US,Intake,104,124,Urgent,High,4,26,0,18,28,87.1,True
4308,Work Permit,US,Documentation,109,70,Normal,Low,5,21,2,7,45,74.6,True
4309,PR Application,DE,Closure,116,113,Urgent,Low,5,20,1,19,83,81.1,False
4310,Tax,CA,Government Review,114,44,Urgent,High,6,23,1,15,14,89.9,True
4311,Visa Renewal,CA,Submission,107,72,Urgent,Medium,4,23,1,42,23,80.2,True
4312,Relocation,CA,Decision,114,107,Normal,Low,1,18,1,9,35,57.3,True
4313,Payroll,UK,Government Review,113,30,Normal,Medium,3,23,2,20,14,78.2,True
4314,Visa Renewal,US,Intake,119,54,Urgent,Low,3,25,3,20,23,69.1,True
4315,PR Application,UK,Government Review,106,74,Normal,Low,6,24,0,4,90,85.4,False
4316,Work Permit,US,Government Review,111,77,Normal,Low,2,12,0,10,45,56.2,True
4317,PR Application,US,Documentation,116,87,Normal,Low,1,11,0,42,90,73.9,False
4318,Work Permit,CA,Closure,116,56,Normal,Low,6,28,3,40,45,82.4,True
4319,Payroll,US,Documentation,109,119,Normal,High,3,9,2,1,14,60.3,True
4320,Tax,AU,Submission,118,96,Urgent,Low,2,18,1,35,14,71.8,True
4321,Tax,US,Intake,113,28,Urgent,Low,3,10,3,24,14,50.8,True
4322,Tax,US,Government Review,110,47,Normal,Low,1,23,1,44,21,85.2,True
4323,PR Application,CA,Submission,101,74,Normal,Medium,3,23,2,7,90,77.0,False
4324,Relocation,CA,Submission,117,65,Normal,High,6,11,0,22,35,71.7,True
4325,Tax,US,Decision,106,99,Normal,Low,3,6,1,23,21,58.6,True
4326,Payroll,US,Intake,111,89,Normal,Low,3,7,2,1,14,36.4,True
4327,Relocation,AU,Decision,101,46,Normal,Low,4,16,2,24,35,79.0,True
4328,Payroll,UK,Government Review,119,29,Normal,Medium,0,2,4,20,14,59.7,True
4329,PR Application,CA,Closure,117,42,Normal,Low,1,5,1,32,90,56.2,False
4330,Relocation,CA,Government Review,105,40,Urgent,Low,4,11,1,31,28,66.4,True
4331,Relocation,US,Intake,109,109,Normal,Low,0,14,1,33,35,62.9,True
4332,Work Permit,CA,Intake,119,64,Normal,Low,5,22,2,36,45,77.1,True
4333,Work Permit,UK,Decision,114,22,Normal,High,3,6,1,18,45,76.0,True
4334,Visa Renewal,AU,Decision,104,78,Urgent,Low,3,26,2,37,23,89.5,True
4335,Relocation,US,Documentation,119,62,Normal,Low,6,5,1,33,35,65.9,True
4336,Visa Renewal,DE,Government Review,102,118,Normal,Medium,4,30,0,33,30,94.4,True
4337,Relocation,US,Submission,104,26,Normal,Medium,2,28,4,5,35,78.9,True
4338,Payroll,US,Closure,107,46,Normal,Low,1,11,2,18,14,42.3,True
4339,Visa Renewal,US,Closure,107,81,Urgent,High,0,27,6,9,23,89.8,True
4340,Relocation,US,Closure,107,61,Urgent,Medium,3,11,3,42,28,73.5,True
4341,Work Permit,AU,Decision,111,116,Normal,Low,1,26,2,31,45,78.8,True
4342,Work Permit,CA,Closure,107,23,Normal,Medium,3,3,1,7,45,41.0,False
4343,Tax,US,Documentation,110,109,Urgent,Low,3,20,2,15,14,68.1,True
4344,Relocation,AU,Decision,113,81,Urgent,Low,3,8,2,4,28,51.3,True
4345,Tax,AU,Government Review,107,27,Normal,Low,6,16,0,39,21,80.1,True
4346,Work Permit,DE,Closure,109,103,Normal,Medium,1,1,2,8,45,50.3,True
4347,Relocation,AU,Government Review,106,36,Normal,Medium,4,4,3,24,35,79.7,True
4348,Visa Renewal,US,Intake,116,24,Normal,Low,1,20,2,8,30,52.0,True
4349,Visa Renewal,DE,Government Review,103,82,Normal,Low,1,27,2,5,30,69.8,True
4350,Work Permit,UK,Government Review,112,28,Urgent,Medium,5,22,2,23,38,87.8,True
4351,Work Permit,AU,Documentation,103,27,Urgent,Medium,2,23,0,43,38,84.0,True
4352,Visa Renewal,DE,Submission,104,26,Urgent,Medium,6,9,1,34,23,71.0,True
4353,Work Permit,CA,Government Review,103,56,Normal,Low,2,5,0,15,45,44.2,False
4354,Payroll,DE,Submission,117,119,Normal,Medium,6,5,4,19,14,76.3,True
4355,Visa Renewal,US,Submission,105,74,Normal,Low,4,20,2,25,30,66.2,True
4356,Work Permit,CA,Intake,101,86,Normal,Medium,2,4,2,39,45,49.3,True
4357,Work Permit,US,Closure,110,27,Urgent,Low,6,28,2,4,38,79.7,True
4358,PR Application,AU,Decision,113,88,Normal,Low,4,26,0,8,90,82.3,False
4359,Work Permit,US,Intake,104,24,Normal,Low,6,7,1,29,45,55.2,True
4360,Tax,CA,Decision,105,36,Normal,High,3,20,1,42,21,76.8,True
4361,Payroll,CA,Government Review,109,77,Normal,Medium,3,21,1,13,14,69.6,True
4362,Visa Renewal,AU,Intake,107,82,Normal,High,1,2,1,38,30,50.2,True
4363,Relocation,CA,Submission,113,46,Normal,Low,3,30,0,36,35,80.1,True
4364,Work Permit,DE,Government Review,102,123,Normal,Medium,2,13,1,37,45,78.2,True
4365,PR Application,AU,Submission,111,122,Normal,Low,0,4,1,42,90,73.8,False
4366,Relocation,CA,Decision,115,95,Normal,Medium,1,14,3,45,35,76.3,True
4367,Visa Renewal,CA,Submission,116,111,Urgent,Medium,4,29,4,43,23,95.2,True
4368,Work Permit,DE,Documentation,100,87,Urgent,Medium,3,8,2,31,38,72.0,True
4369,PR Application,AU,Closure,109,47,Urgent,Medium,1,14,0,19,83,59.3,False
4370,Relocation,DE,Documentation,109,108,Urgent,Medium,1,18,3,37,28,85.0,True
4371,Work Permit,US,Government Review,101,77,Urgent,High,1,15,4,25,38,91.2,True
4372,Tax,AU,Intake,108,69,Normal,Low,3,7,2,37,21,53.3,True
4373,Relocation,CA,Documentation,112,119,Normal,Medium,4,14,1,1,35,61.1,True
4374,Tax,UK,Submission,115,125,Normal,High,1,10,2,21,21,74.9,True
4375,Work Permit,DE,Documentation,117,86,Urgent,Medium,1,22,1,41,38,84.1,True
4376,Tax,US,Submission,118,50,Normal,Medium,1,3,0,39,21,48.3,True
4377,PR Application,DE,Documentation,111,120,Normal,Low,5,20,3,41,90,108.0,True
4378,Work Permit,UK,Government Review,107,31,Urgent,Low,3,23,3,26,38,89.0,True
4379,Tax,AU,Government Review,116,74,Normal,Medium,5,9,1,42,21,82.6,True
4380,Relocation,US,Intake,114,120,Urgent,Low,2,22,1,3,28,57.7,True
4381,Payroll,CA,Decision,109,120,Normal,Medium,4,25,2,41,14,87.2,True
4382,Work Permit,DE,Documentation,114,23,Normal,High,1,9,0,5,45,51.3,True
4383,PR Application,US,Documentation,114,113,Normal,Low,5,1,2,43,90,78.8,False
4384,Visa Renewal,US,Government Review,106,121,Urgent,Low,1,7,0,29,23,65.5,True
4385,Payroll,AU,Submission,112,61,Normal,Medium,5,7,0,33,14,60.5,True
4386,Visa Renewal,US,Submission,116,121,Normal,Low,1,8,0,2,30,42.8,True
4387,Payroll,AU,Intake,108,110,Urgent,Low,6,1,2,18,7,44.7,True
4388,Payroll,US,Decision,107,73,Normal,Low,3,13,1,14,14,57.0,True
4389,Visa Renewal,CA,Government Review,119,41,Normal,Low,2,19,1,40,30,72.6,True
4390,Tax,DE,Intake,117,20,Normal,Low,1,1,0,30,21,32.2,True
4391,Payroll,UK,Submission,112,67,Normal,High,5,3,1,29,14,67.3,True
4392,Visa Renewal,UK,Decision,115,62,Normal,Low,1,2,1,29,30,41.5,True
4393,Relocation,CA,Government Review,108,121,Normal,Low,3,22,0,19,35,78.1,True
4394,Relocation,DE,Intake,111,39,Normal,High,4,13,3,26,35,79.7,True
4395,Visa Renewal,US,Submission,111,37,Urgent,Medium,4,20,0,40,23,75.9,True
4396,Work Permit,CA,Documentation,105,89,Normal,Low,2,15,0,9,45,50.4,True
4397,Visa Renewal,US,Government Review,118,68,Normal,Medium,6,14,1,44,30,88.8,True
4398,Visa Renewal,UK,Decision,106,95,Normal,Medium,4,6,2,13,30,65.7,True
4399,Relocation,US,Submission,102,36,Urgent,Medium,1,17,2,38,28,67.5,True
4400,Work Permit,CA,Submission,115,72,Normal,Medium,3,19,1,31,45,70.6,True
4401,Tax,CA,Closure,117,41,Normal,Medium,6,5,0,14,21,43.6,True
4402,Tax,US,Government Review,115,101,Urgent,Low,1,27,3,31,14,89.2,True
4403,Work Permit,US,Government Review,106,29,Normal,Medium,1,20,1,15,45,82.4,True
4404,PR Application,UK,Documentation,103,43,Normal,Medium,2,15,1,34,90,79.2,False
4405,PR Application,CA,Government Review,107,103,Normal,Medium,4,10,4,10,90,97.5,True
4406,Payroll,AU,Government Review,112,31,Urgent,Low,4,1,3,21,7,60.3,True
4407,Work Permit,UK,Submission,112,23,Normal,Low,4,27,2,39,45,80.4,True
4408,Visa Renewal,US,Closure,116,61,Normal,High,5,22,1,25,30,80.5,True
4409,Payroll,UK,Decision,116,24,Normal,Low,1,1,1,37,14,46.8,True
4410,Payroll,US,Government Review,104,45,Urgent,Low,3,13,3,40,7,76.5,True
4411,Tax,DE,Government Review,105,119,Normal,Medium,3,8,4,20,21,83.9,True
4412,Tax,AU,Submission,118,78,Normal,Low,1,22,0,45,21,64.3,True
4413,Work Permit,CA,Documentation,112,81,Normal,Low,0,11,2,7,45,45.8,True
4414,Relocation,UK,Documentation,113,99,Normal,Medium,1,2,2,18,35,61.6,True
4415,Visa Renewal,US,Decision,103,24,Normal,Medium,6,21,1,41,30,81.1,True
4416,Work Permit,CA,Submission,106,45,Normal,Medium,5,4,2,44,45,76.1,True
4417,Tax,AU,Decision,107,102,Normal,High,6,27,1,26,21,99.8,True
4418,Work Permit,US,Intake,112,25,Urgent,Low,4,8,0,17,38,49.9,True
4419,Relocation,US,Government Review,105,43,Urgent,Medium,1,28,0,42,28,86.5,True
4420,Payroll,CA,Government Review,105,114,Normal,Low,5,2,3,7,14,59.7,True
4421,Work Permit,UK,Government Review,102,114,Urgent,Low,0,17,4,28,38,91.7,True
4422,Payroll,CA,Decision,102,72,Normal,Medium,1,1,3,21,14,50.1,True
4423,Payroll,AU,Closure,112,26,Normal,Low,6,3,1,37,14,55.5,True
4424,Relocation,US,Intake,101,29,Normal,Medium,4,12,8,23,35,87.6,True
4425,Work Permit,CA,Intake,115,58,Urgent,Low,2,16,2,10,38,60.7,True
4426,Visa Renewal,UK,Intake,105,105,Normal,Low,3,8,0,17,30,40.4,True
4427,Relocation,US,Government Review,107,97,Urgent,Medium,0,18,1,38,28,87.0,True
4428,Visa Renewal,UK,Submission,107,47,Urgent,Medium,2,13,3,1,23,55.4,True
4429,Visa Renewal,US,Government Review,105,61,Normal,Low,3,12,2,11,30,54.2,True
4430,Payroll,US,Submission,113,81,Normal,High,2,4,3,33,14,72.6,True
4431,Work Permit,US,Government Review,102,71,Normal,Low,6,17,1,31,45,84.7,True
4432,Tax,AU,Decision,109,41,Normal,Low,1,23,2,44,21,79.4,True
4433,Work Permit,UK,Government Review,102,76,Urgent,Low,1,14,2,24,38,74.0,True
4434,PR Application,DE,Government Review,111,115,Normal,Low,3,26,1,20,90,99.1,True
4435,Payroll,CA,Intake,116,30,Normal,Low,3,10,1,5,14,43.1,True
4436,Visa Renewal,UK,Submission,104,33,Normal,Medium,1,29,2,42,30,82.8,True
4437,Work Permit,CA,Government Review,119,50,Normal,Medium,1,18,3,26,45,81.5,True
4438,PR Application,AU,Submission,108,127,Normal,Low,5,4,2,42,90,80.4,False
4439,Tax,DE,Closure,119,23,Normal,High,3,6,1,7,21,52.6,True
4440,Tax,DE,Closure,106,128,Normal,Low,3,1,1,27,21,34.3,True
4441,Visa Renewal,US,Decision,103,41,Normal,Low,6,18,2,18,30,74.0,True
4442,Visa Renewal,CA,Submission,112,112,Normal,Low,5,23,2,38,30,89.0,True
4443,Payroll,CA,Government Review,112,118,Normal,Low,3,15,2,31,14,76.6,True
4444,Payroll,AU,Submission,109,83,Normal,Medium,6,25,0,9,14,69.2,True
4445,Relocation,US,Documentation,117,96,Normal,Low,4,29,0,2,35,71.4,True
4446,Tax,US,Documentation,116,103,Urgent,Medium,6,23,2,44,14,102.5,True
4447,Relocation,CA,Intake,119,102,Normal,Medium,5,2,2,37,35,66.4,True
4448,Relocation,US,Documentation,119,98,Urgent,Medium,4,28,1,45,28,94.6,True
4449,Work Permit,US,Submission,112,109,Urgent,Medium,1,9,3,29,38,67.9,True
4450,Relocation,AU,Closure,116,103,Normal,Low,4,11,0,34,35,53.9,True
4451,Relocation,UK,Documentation,103,80,Normal,Low,6,22,1,15,35,75.0,True
4452,Work Permit,AU,Closure,100,119,Normal,Medium,0,29,1,9,45,72.1,True
4453,Relocation,DE,Documentation,100,25,Normal,Low,1,26,0,16,35,51.2,True
4454,Tax,US,Documentation,114,98,Normal,Low,0,28,1,2,21,57.0,True
4455,Tax,CA,Government Review,112,87,Normal,Medium,2,1,3,1,21,65.2,True
4456,PR Application,US,Government Review,116,25,Normal,Low,0,24,1,9,90,75.7,False
4457,Payroll,AU,Intake,107,85,Normal,Medium,2,28,0,20,14,53.2,True
4458,Work Permit,CA,Documentation,117,55,Urgent,Low,0,28,4,2,38,79.5,True
4459,Relocation,CA,Submission,112,34,Normal,High,6,7,3,1,35,64.3,True
4460,Tax,CA,Documentation,113,95,Urgent,Medium,6,24,2,10,14,78.9,True
4461,Relocation,CA,Government Review,107,59,Normal,Low,2,8,0,23,35,62.7,True
4462,Visa Renewal,US,Government Review,107,127,Normal,Medium,2,22,3,19,30,88.3,True
4463,Work Permit,CA,Documentation,114,60,Normal,Medium,1,19,1,18,45,55.5,True
4464,Payroll,DE,Decision,112,26,Urgent,Medium,6,11,1,24,7,67.7,True
4465,Relocation,DE,Documentation,106,41,Normal,Medium,3,27,2,22,35,87.3,True
4466,Tax,CA,Government Review,104,91,Normal,Medium,3,4,3,20,21,69.2,True
4467,PR Application,CA,Decision,116,125,Urgent,Low,1,22,6,11,83,95.7,True
4468,PR Application,AU,Closure,115,30,Normal,Low,2,12,1,9,90,50.0,False
4469,Tax,US,Submission,101,21,Normal,High,3,4,4,15,21,59.8,True
4470,PR Application,AU,Government Review,117,49,Urgent,Low,3,27,0,16,83,86.7,True
4471,Visa Renewal,US,Documentation,116,87,Urgent,Low,0,25,0,13,23,61.0,True
4472,Relocation,UK,Government Review,106,72,Normal,Low,4,14,4,6,35,80.6,True
4473,Tax,UK,Submission,112,108,Normal,High,1,23,0,25,21,81.1,True
4474,Visa Renewal,UK,Submission,117,40,Urgent,Medium,4,20,0,15,23,71.7,True
4475,Visa Renewal,AU,Decision,113,44,Urgent,Medium,2,4,1,18,23,56.6,True
4476,Work Permit,US,Intake,117,92,Normal,Medium,0,4,0,43,45,42.8,False
4477,Payroll,CA,Decision,112,91,Urgent,Medium,3,3,1,33,7,56.1,True
4478,Work Permit,CA,Decision,110,24,Normal,Medium,5,26,1,14,45,83.1,True
4479,PR Application,DE,Government Review,115,129,Normal,Low,0,27,0,34,90,95.1,True
4480,Relocation,US,Submission,116,111,Normal,Low,1,26,0,2,35,51.1,True
4481,Relocation,DE,Submission,107,85,Normal,Medium,6,27,3,20,35,91.9,True
4482,PR Application,CA,Closure,118,104,Normal,Low,2,22,0,42,90,66.4,False
4483,Work Permit,US,Intake,119,68,Normal,Medium,0,15,1,16,45,52.7,True
4484,PR Application,DE,Government Review,114,27,Normal,Medium,0,17,2,3,90,76.5,False
4485,Tax,US,Government Review,108,117,Normal,Medium,0,9,0,30,21,63.4,True
4486,Tax,CA,Closure,119,106,Normal,Low,3,28,0,23,21,71.4,True
4487,Work Permit,US,Decision,109,98,Urgent,Low,2,19,0,39,38,64.6,True
4488,Payroll,CA,Government Review,111,46,Urgent,Medium,3,26,0,23,7,73.9,True
4489,PR Application,UK,Intake,119,21,Normal,Low,0,2,1,3,90,31.9,False
4490,Payroll,UK,Submission,100,47,Urgent,Medium,6,9,0,13,7,59.0,True
4491,Relocation,CA,Intake,119,30,Normal,Medium,3,12,0,40,35,62.8,True
4492,Relocation,CA,Decision,108,65,Normal,High,3,23,2,29,35,92.6,True
4493,Payroll,US,Government Review,114,40,Urgent,Medium,1,22,2,23,7,78.7,True
4494,Payroll,CA,Decision,100,61,Normal,Low,4,2,1,40,14,46.7,True
4495,Relocation,AU,Government Review,111,51,Normal,Medium,4,3,1,17,35,66.8,True
4496,Visa Renewal,AU,Government Review,102,51,Normal,Low,1,12,2,21,30,59.8,True
4497,Visa Renewal,US,Intake,110,90,Normal,Low,1,13,1,29,30,51.9,True
4498,Visa Renewal,US,Documentation,101,41,Normal,Medium,5,3,2,37,30,63.2,True
4499,Visa Renewal,AU,Intake,115,97,Urgent,Medium,3,11,1,5,23,50.3,True
4500,Visa Renewal,CA,Government Review,108,96,Normal,Medium,5,15,0,21,30,77.5,True
4501,Tax,CA,Documentation,114,40,Urgent,Low,3,9,2,2,14,49.6,True
4502,Work Permit,DE,Government Review,111,41,Urgent,Medium,2,22,4,23,38,103.9,True
4503,PR Application,CA,Government Review,100,53,Normal,Low,4,23,1,11,90,89.6,False
4504,Work Permit,CA,Submission,112,29,Normal,Medium,3,19,1,15,45,75.5,True
4505,Visa Renewal,AU,Intake,113,84,Normal,Medium,2,23,1,23,30,69.3,True
4506,Work Permit,UK,Documentation,107,84,Normal,Low,6,16,0,7,45,72.6,True
4507,Visa Renewal,US,Documentation,107,107,Normal,Low,5,28,1,43,30,89.9,True
4508,Tax,US,Government Review,111,86,Urgent,Low,4,24,1,34,14,86.9,True
4509,Payroll,US,Intake,100,114,Normal,High,2,6,2,38,14,66.0,True
4510,Visa Renewal,DE,Decision,110,62,Normal,Medium,2,3,1,41,30,63.2,True
4511,Relocation,US,Decision,107,60,Normal,Medium,1,23,1,44,35,82.6,True
4512,Relocation,US,Documentation,109,32,Normal,Medium,0,11,1,6,35,41.5,True
4513,Tax,AU,Government Review,118,23,Normal,Medium,0,9,2,16,21,64.6,True
4514,Tax,US,Government Review,110,42,Urgent,Medium,0,1,2,2,14,41.4,True
4515,Relocation,US,Government Review,106,89,Urgent,Medium,2,13,1,32,28,82.3,True
4516,PR Application,US,Documentation,110,53,Normal,Low,3,7,3,43,90,81.5,False
4517,Tax,US,Documentation,116,60,Normal,Medium,5,9,0,38,21,71.4,True
4518,Work Permit,CA,Documentation,100,37,Normal,Medium,0,5,5,28,45,61.6,True
4519,Relocation,AU,Submission,107,119,Normal,Low,3,22,1,41,35,73.7,True
4520,Payroll,AU,Decision,105,109,Normal,Medium,6,22,4,9,14,95.2,True
4521,Tax,CA,Government Review,117,116,Normal,Medium,6,1,2,25,21,69.8,True
4522,Relocation,CA,Closure,105,52,Normal,Low,4,13,2,26,35,54.0,True
4523,Relocation,UK,Intake,104,44,Normal,Low,5,10,2,45,35,67.1,True
4524,Visa Renewal,US,Intake,112,71,Normal,Medium,5,1,1,26,30,51.6,True
4525,Relocation,US,Government Review,118,36,Normal,High,0,3,1,5,35,59.3,True
4526,PR Application,AU,Documentation,107,70,Normal,Medium,2,5,2,17,90,72.5,False
4527,Relocation,US,Documentation,108,22,Normal,Medium,1,3,1,26,35,51.6,True
4528,Tax,US,Government Review,116,74,Normal,Low,6,21,1,26,21,82.9,True
4529,Tax,CA,Intake,102,105,Normal,Low,2,4,1,43,21,49.2,True
4530,Work Permit,CA,Government Review,118,75,Urgent,Low,5,5,2,9,38,65.7,True
4531,Relocation,US,Documentation,110,54,Normal,High,6,8,1,23,35,74.7,True
4532,Relocation,US,Government Review,116,87,Normal,High,3,21,0,24,35,83.3,True
4533,Tax,CA,Decision,118,78,Urgent,Low,6,21,0,41,14,79.8,True
4534,Visa Renewal,UK,Documentation,101,111,Normal,Medium,4,15,3,9,30,80.8,True
