office_id,office_load,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach,docs_per_sla,client_delay_per_sla,load_x_reassign,stage_time_ratio,is_urgent,case_type_Payroll,case_type_Relocation,case_type_Tax,case_type_Visa Renewal,case_type_Work Permit,country_CA,country_DE,country_UK,country_US,processing_stage_Decision,processing_stage_Documentation,processing_stage_Government Review,processing_stage_Intake,processing_stage_Submission,priority_Urgent,document_complexity_Low,document_complexity_Medium,missing_docs_bucket_1-2,missing_docs_bucket_3-4,missing_docs_bucket_5+,office_load_bucket_mid,office_load_bucket_high,office_load_bucket_very_high,client_delay_bucket_1-7,client_delay_bucket_8-14,client_delay_bucket_15-30,client_delay_bucket_30+
102,129,0,25,0,20,45,78.8,1,0.0,0.5555555555555556,129,0.4444444444444444,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
111,116,4,14,1,26,30,68.1,1,0.13333333333333333,0.4666666666666667,232,0.8666666666666667,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
108,23,5,6,3,27,21,64.6,1,0.23809523809523808,0.2857142857142857,92,1.2857142857142858,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
111,33,6,30,0,23,14,71.2,1,0.42857142857142855,2.142857142857143,33,1.6428571428571428,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
114,34,3,2,0,7,38,30.2,0,0.07894736842105263,0.05263157894736842,34,0.18421052631578946,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
101,79,4,10,1,22,35,67.7,1,0.11428571428571428,0.2857142857142857,158,0.6285714285714286,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
117,39,1,8,1,37,38,57.6,1,0.02631578947368421,0.21052631578947367,78,0.9736842105263158,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
119,39,2,9,0,35,45,63.6,1,0.044444444444444446,0.2,39,0.7777777777777778,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
111,68,2,22,1,4,30,81.8,1,0.06666666666666667,0.7333333333333333,136,0.13333333333333333,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
103,118,0,3,1,29,45,52.1,1,0.0,0.06666666666666667,236,0.6444444444444445,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
115,87,2,29,1,37,21,76.7,1,0.09523809523809523,1.380952380952381,174,1.7619047619047619,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
115,37,1,27,0,36,28,88.9,1,0.03571428571428571,0.9642857142857143,37,1.2857142857142858,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
100,43,1,24,1,3,45,65.3,1,0.022222222222222223,0.5333333333333333,86,0.06666666666666667,0,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
101,46,3,21,2,2,38,62.8,1,0.07894736842105263,0.5526315789473685,138,0.05263157894736842,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
102,52,4,24,0,5,14,79.3,1,0.2857142857142857,1.7142857142857142,52,0.35714285714285715,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False
119,83,6,19,3,18,45,83.1,1,0.13333333333333333,0.4222222222222222,332,0.4,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
116,44,4,25,0,34,90,75.5,0,0.044444444444444446,0.2777777777777778,44,0.37777777777777777,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
119,88,4,17,1,15,30,66.4,1,0.13333333333333333,0.5666666666666667,176,0.5,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
100,37,6,28,0,40,90,83.6,0,0.06666666666666667,0.3111111111111111,37,0.4444444444444444,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
119,64,3,13,0,44,30,76.7,1,0.1,0.43333333333333335,64,1.4666666666666666,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
105,129,3,8,5,41,45,81.0,1,0.06666666666666667,0.17777777777777778,774,0.9111111111111111,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
114,39,3,25,1,1,30,54.1,1,0.1,0.8333333333333334,78,0.03333333333333333,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
113,54,0,27,1,22,45,68.6,1,0.0,0.6,108,0.4888888888888889,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
119,25,3,29,0,25,35,78.2,1,0.08571428571428572,0.8285714285714286,25,0.7142857142857143,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
114,110,2,19,3,17,90,98.3,1,0.022222222222222223,0.2111111111111111,440,0.18888888888888888,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
113,111,5,15,0,33,30,80.2,1,0.16666666666666666,0.5,111,1.1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
104,94,0,26,2,17,38,79.3,1,0.0,0.6842105263157895,282,0.4473684210526316,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
105,28,6,1,3,38,35,73.1,1,0.17142857142857143,0.02857142857142857,112,1.0857142857142856,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
116,71,2,22,2,5,90,64.5,0,0.022222222222222223,0.24444444444444444,213,0.05555555555555555,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
110,47,6,6,1,37,14,54.0,1,0.42857142857142855,0.42857142857142855,94,2.642857142857143,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
115,38,4,4,1,43,90,74.9,0,0.044444444444444446,0.044444444444444446,76,0.4777777777777778,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
111,122,1,20,2,43,28,90.3,1,0.03571428571428571,0.7142857142857143,366,1.5357142857142858,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
114,104,4,23,1,11,35,89.1,1,0.11428571428571428,0.6571428571428571,208,0.3142857142857143,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
103,82,3,21,1,12,7,46.1,1,0.42857142857142855,3.0,164,1.7142857142857142,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False
117,114,1,16,2,44,21,73.6,1,0.047619047619047616,0.7619047619047619,342,2.0952380952380953,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
102,125,4,10,0,34,23,68.3,1,0.17391304347826086,0.43478260869565216,125,1.4782608695652173,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
107,26,0,29,4,35,30,89.3,1,0.0,0.9666666666666667,130,1.1666666666666667,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
102,56,3,27,2,39,23,64.0,1,0.13043478260869565,1.173913043478261,168,1.6956521739130435,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False
107,108,4,3,3,16,28,77.9,1,0.14285714285714285,0.10714285714285714,432,0.5714285714285714,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False
117,111,1,16,2,24,21,64.6,1,0.047619047619047616,0.7619047619047619,333,1.1428571428571428,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
109,55,2,20,2,31,28,72.3,1,0.07142857142857142,0.7142857142857143,165,1.1071428571428572,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False
119,36,4,4,4,14,45,62.5,1,0.08888888888888889,0.08888888888888889,180,0.3111111111111111,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
116,109,0,3,1,32,21,60.6,1,0.0,0.14285714285714285,218,1.5238095238095237,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
107,111,1,30,3,43,21,88.5,1,0.047619047619047616,1.4285714285714286,444,2.0476190476190474,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
110,56,4,24,2,13,23,73.1,1,0.17391304347826086,1.0434782608695652,168,0.5652173913043478,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False
104,100,2,23,1,38,90,89.2,0,0.022222222222222223,0.25555555555555554,200,0.4222222222222222,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
112,79,3,29,1,17,35,76.8,1,0.08571428571428572,0.8285714285714286,158,0.4857142857142857,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
104,68,3,9,2,44,14,65.8,1,0.21428571428571427,0.6428571428571429,204,3.142857142857143,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False
112,100,6,29,1,36,14,104.3,1,0.42857142857142855,2.0714285714285716,200,2.5714285714285716,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
105,116,3,2,0,42,28,76.9,1,0.10714285714285714,0.07142857142857142,116,1.5,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False
104,75,5,20,4,18,21,81.8,1,0.23809523809523808,0.9523809523809523,375,0.8571428571428571,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
108,53,1,5,1,19,14,33.7,1,0.07142857142857142,0.35714285714285715,106,1.3571428571428572,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
115,106,6,20,0,7,35,58.5,1,0.17142857142857143,0.5714285714285714,106,0.2,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
101,49,6,7,2,30,30,61.3,1,0.2,0.23333333333333334,147,1.0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
100,46,6,4,1,12,21,56.1,1,0.2857142857142857,0.19047619047619047,92,0.5714285714285714,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
107,70,5,7,1,11,30,53.8,1,0.16666666666666666,0.23333333333333334,140,0.36666666666666664,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
118,28,6,9,0,29,23,66.5,1,0.2608695652173913,0.391304347826087,28,1.2608695652173914,1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
110,39,2,30,2,3,21,64.2,1,0.09523809523809523,1.4285714285714286,117,0.14285714285714285,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
111,106,2,25,2,34,21,83.7,1,0.09523809523809523,1.1904761904761905,318,1.619047619047619,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
111,66,4,29,1,34,35,75.7,1,0.11428571428571428,0.8285714285714286,132,0.9714285714285714,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
106,38,3,18,0,31,45,61.8,1,0.06666666666666667,0.4,38,0.6888888888888889,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
112,120,1,20,1,22,30,61.6,1,0.03333333333333333,0.6666666666666666,240,0.7333333333333333,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
107,128,5,3,2,2,30,76.1,1,0.16666666666666666,0.1,384,0.06666666666666667,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
108,87,5,28,1,27,38,93.5,1,0.13157894736842105,0.7368421052631579,174,0.7105263157894737,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
106,96,3,26,1,36,21,87.7,1,0.14285714285714285,1.2380952380952381,192,1.7142857142857142,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
114,121,5,5,0,32,30,71.4,1,0.16666666666666666,0.16666666666666666,121,1.0666666666666667,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
101,31,3,2,2,35,28,53.0,1,0.10714285714285714,0.07142857142857142,93,1.25,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
119,92,4,27,3,17,30,91.9,1,0.13333333333333333,0.9,368,0.5666666666666667,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
111,98,4,25,2,34,7,79.5,1,0.5714285714285714,3.5714285714285716,294,4.857142857142857,1,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
100,104,4,3,1,26,23,58.1,1,0.17391304347826086,0.13043478260869565,208,1.1304347826086956,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False
107,98,0,26,1,10,38,78.5,1,0.0,0.6842105263157895,196,0.2631578947368421,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
104,24,0,3,1,39,45,34.7,0,0.0,0.06666666666666667,48,0.8666666666666667,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
114,88,5,4,0,9,83,64.8,0,0.060240963855421686,0.04819277108433735,88,0.10843373493975904,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False
100,44,1,26,3,25,90,87.7,0,0.011111111111111112,0.28888888888888886,176,0.2777777777777778,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
100,107,1,14,0,20,35,63.0,1,0.02857142857142857,0.4,107,0.5714285714285714,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
109,120,4,15,3,15,35,88.2,1,0.11428571428571428,0.42857142857142855,480,0.42857142857142855,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
109,50,2,5,0,40,45,64.1,1,0.044444444444444446,0.1111111111111111,50,0.8888888888888888,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
114,65,1,17,1,27,35,51.2,1,0.02857142857142857,0.4857142857142857,130,0.7714285714285715,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False
116,53,5,25,2,11,35,74.6,1,0.14285714285714285,0.7142857142857143,159,0.3142857142857143,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
105,60,6,11,3,16,45,74.4,1,0.13333333333333333,0.24444444444444444,240,0.35555555555555557,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False
102,97,0,23,0,30,38,65.2,1,0.0,0.6052631578947368,97,0.7894736842105263,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False
112,110,6,19,3,22,38,94.2,1,0.15789473684210525,0.5,440,0.5789473684210527,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
115,87,6,6,2,24,45,66.0,1,0.13333333333333333,0.13333333333333333,261,0.5333333333333333,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
107,106,5,22,2,24,83,89.0,1,0.060240963855421686,0.26506024096385544,318,0.2891566265060241,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
114,57,5,11,0,36,45,79.5,1,0.1111111111111111,0.24444444444444444,57,0.8,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
116,65,0,13,2,18,23,65.5,1,0.0,0.5652173913043478,195,0.782608695652174,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
116,88,3,12,1,20,45,52.7,1,0.06666666666666667,0.26666666666666666,176,0.4444444444444444,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
112,46,6,25,1,8,14,70.5,1,0.42857142857142855,1.7857142857142858,92,0.5714285714285714,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
116,62,4,10,3,15,21,66.8,1,0.19047619047619047,0.47619047619047616,248,0.7142857142857143,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
105,97,6,10,0,13,30,54.3,1,0.2,0.3333333333333333,97,0.43333333333333335,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
116,90,5,1,0,36,30,57.6,1,0.16666666666666666,0.03333333333333333,90,1.2,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
115,129,2,13,4,14,45,95.1,1,0.044444444444444446,0.28888888888888886,645,0.3111111111111111,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
113,64,4,14,1,24,35,77.6,1,0.11428571428571428,0.4,128,0.6857142857142857,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
112,37,6,22,1,37,45,76.2,1,0.13333333333333333,0.4888888888888889,74,0.8222222222222222,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
105,51,0,27,3,24,90,82.6,0,0.0,0.3,204,0.26666666666666666,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
102,21,2,0,3,18,28,60.6,1,0.07142857142857142,0.0,84,0.6428571428571429,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
113,60,1,11,1,32,14,65.5,1,0.07142857142857142,0.7857142857142857,120,2.2857142857142856,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
113,126,3,13,3,35,45,80.9,1,0.06666666666666667,0.28888888888888886,504,0.7777777777777778,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
114,39,5,17,1,20,21,58.7,1,0.23809523809523808,0.8095238095238095,78,0.9523809523809523,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
107,112,0,20,0,42,14,83.6,1,0.0,1.4285714285714286,112,3.0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
114,77,3,23,0,32,45,72.9,1,0.06666666666666667,0.5111111111111111,77,0.7111111111111111,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
112,126,5,27,2,37,23,107.5,1,0.21739130434782608,1.173913043478261,378,1.608695652173913,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
116,109,6,22,2,37,45,91.2,1,0.13333333333333333,0.4888888888888889,327,0.8222222222222222,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
102,57,6,2,0,33,30,71.3,1,0.2,0.06666666666666667,57,1.1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
105,20,5,28,0,1,30,65.8,1,0.16666666666666666,0.9333333333333333,20,0.03333333333333333,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
104,88,4,25,2,28,35,97.3,1,0.11428571428571428,0.7142857142857143,264,0.8,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
116,73,2,30,0,27,35,91.0,1,0.05714285714285714,0.8571428571428571,73,0.7714285714285715,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
101,33,4,24,1,17,14,62.5,1,0.2857142857142857,1.7142857142857142,66,1.2142857142857142,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
114,44,3,11,0,15,45,68.5,1,0.06666666666666667,0.24444444444444444,44,0.3333333333333333,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
104,28,6,28,2,14,14,85.2,1,0.42857142857142855,2.0,84,1.0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
119,113,0,4,1,31,30,52.3,1,0.0,0.13333333333333333,226,1.0333333333333334,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
105,102,3,2,2,34,21,78.2,1,0.14285714285714285,0.09523809523809523,306,1.619047619047619,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
105,80,0,6,0,3,30,45.8,1,0.0,0.2,80,0.1,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
117,71,6,15,0,12,45,64.0,1,0.13333333333333333,0.3333333333333333,71,0.26666666666666666,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
117,123,6,19,1,26,21,76.8,1,0.2857142857142857,0.9047619047619048,246,1.2380952380952381,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
103,27,3,16,1,24,23,62.3,1,0.13043478260869565,0.6956521739130435,54,1.0434782608695652,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
116,35,4,20,1,34,90,84.0,0,0.044444444444444446,0.2222222222222222,70,0.37777777777777777,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
113,27,6,26,1,8,35,69.7,1,0.17142857142857143,0.7428571428571429,54,0.22857142857142856,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
113,42,3,7,0,12,28,47.3,1,0.10714285714285714,0.25,42,0.42857142857142855,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
112,92,1,14,4,9,35,71.5,1,0.02857142857142857,0.4,460,0.2571428571428571,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False
106,115,6,27,2,26,21,102.3,1,0.2857142857142857,1.2857142857142858,345,1.2380952380952381,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
111,120,4,19,0,38,45,74.5,1,0.08888888888888889,0.4222222222222222,120,0.8444444444444444,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
114,53,3,14,2,43,90,108.5,1,0.03333333333333333,0.15555555555555556,159,0.4777777777777778,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
118,129,3,22,2,19,14,88.5,1,0.21428571428571427,1.5714285714285714,387,1.3571428571428572,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
110,37,2,30,2,21,45,85.4,1,0.044444444444444446,0.6666666666666666,111,0.4666666666666667,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
114,128,6,7,3,13,45,95.3,1,0.13333333333333333,0.15555555555555556,512,0.28888888888888886,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
111,63,4,24,2,35,21,77.7,1,0.19047619047619047,1.1428571428571428,189,1.6666666666666667,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
102,34,2,10,1,3,35,44.7,1,0.05714285714285714,0.2857142857142857,68,0.08571428571428572,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
116,34,4,30,2,25,28,94.3,1,0.14285714285714285,1.0714285714285714,102,0.8928571428571429,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
102,112,0,24,2,32,45,83.7,1,0.0,0.5333333333333333,336,0.7111111111111111,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
118,42,4,20,0,21,35,73.2,1,0.11428571428571428,0.5714285714285714,42,0.6,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
119,106,4,21,1,14,45,69.6,1,0.08888888888888889,0.4666666666666667,212,0.3111111111111111,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
